id,earliest_cr_line,open_acc,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
191006,1996-12-01,9,7914,30.80%,11,8803,1342,7500,1303,2011-01-01,237,2010-12-01
191730,1997-11-01,5,9150,96.30%,22,24741,2542,19999.99,4741,2011-01-01,698,2014-07-01
192239,2003-01-01,8,21777,53.70%,14,22584,255,20000,2584,2009-07-01,9418,2010-03-01
192299,2000-11-01,11,4281,63%,19,19363,944,16000,3336,2010-11-01,1603,2014-11-01
192311,1998-12-01,6,4475,63%,10,10995,743,10000,995,2009-04-01,6503,2009-06-01
192616,1997-06-01,14,25413,45.20%,26,13866,578,12000,1866,2010-07-01,2646,2015-02-01
193452,1994-12-01,4,15043,65.20%,25,11345,2991,10000,1345,2011-01-01,332,2016-03-01
193586,2004-04-01,7,6353,39.50%,8,10545,738,8999.99,1545,2011-01-01,295,2013-03-01
193630,2002-09-01,6,3737,55.80%,11,4443,1361,4000,443,2009-12-01,1686,2009-11-01
194565,1992-09-01,8,11370,41.60%,22,13801,1738,12000,1801,2010-12-01,772,2011-11-01
194762,1979-07-01,6,18403,73.30%,9,17925,871,15450,2475,2009-07-01,9022,2009-07-01
195618,2002-05-01,8,19504,77.30%,11,7104,740,6000,1104,2010-05-01,5,2010-05-01
195655,1998-01-01,30,10463,8.20%,63,20706,855,17999.99,2706,2011-01-01,579,2012-06-01
196027,1998-11-01,2,2808,51.10%,7,3433,740,3000,433,2010-12-01,6,2010-12-01
196148,1995-05-01,16,6297,14.50%,36,17164,973,15000,2164,2010-10-01,1903,2010-10-01
196380,1986-06-01,14,33060,21.70%,23,12247,1977,11000,1247,2010-02-01,10,2010-02-01
196428,2000-11-01,6,4500,13%,7,3794,843,2282.72,665,2009-08-01,156,2016-05-01
196521,2003-02-01,6,2344,9.80%,9,21711,299,20000,1711,2009-06-01,2861,2009-06-01
196559,1990-10-01,10,2907,4%,18,3336,1696,3000,336,2010-10-01,10,2010-10-01
196574,1995-05-01,20,26218,28.70%,26,10960,548,9500,1460,2010-06-01,2384,2010-06-01
196863,2004-06-01,10,5967,25.50%,10,5159,1339,4350,809,2010-11-01,11,2011-04-01
196910,1991-03-01,7,27786,85.50%,16,7510,333,6233.81,1277,2010-03-01,289,2016-05-01
197019,1991-03-01,7,27786,85.50%,16,2093,284,1650.22,368,2009-12-01,101,2016-05-01
197225,1996-10-01,2,7335,45.80%,19,13784,316,12000,1746,2011-01-01,771,2016-05-01
197360,2001-01-01,6,0,0%,8,7095,947,6000,1095,2011-01-01,199,2016-04-01
197558,1988-11-01,11,19210,48.30%,25,3021,198,2675,346,2011-01-01,85,2011-01-01
197959,2000-06-01,3,11601,85.90%,6,17334,2180,15000,2334,2011-01-01,485,2016-05-01
198285,2002-05-01,5,991,34.20%,17,9168,389,7850,1258,2010-11-01,19,2010-11-01
198952,1990-11-01,13,141287,9.40%,44,2574,567,2500,74,2008-06-01,2264,2008-08-01
199055,2001-08-01,5,199,1.10%,15,3492,201,3000,492,2011-01-01,99,2016-05-01
199486,1994-05-01,10,63580,80.60%,19,3937,1315,2827.31,877,2009-05-01,326,2009-10-01
199575,1993-02-01,9,773,4.80%,31,4096,896,4000,96,2008-05-01,3723,2007-12-01
199889,2003-12-01,11,1042,37.20%,16,2391,359,2000,391,2010-08-01,78,2014-07-01
200256,2003-10-01,8,137,3.20%,11,13843,787,11197.58,2605,2010-11-01,407,2011-04-01
200600,1995-02-01,4,1944,47.40%,11,8691,1826,7500,1191,2011-01-01,248,2016-05-01
200805,1988-07-01,13,16613,18.30%,21,1879,450,1186.39,520,2008-11-01,171,2009-10-01
200886,2004-11-01,7,0,0%,7,10579,2109,9325,1254,2011-01-01,301,2011-01-01
200912,1991-01-01,9,5181,97.80%,41,11496,2123,9400,2081,2011-03-01,205,2011-03-01
201285,1998-07-01,8,597,14.20%,21,2297,1762,2000,297,2011-01-01,76,2013-11-01
201479,1988-03-01,42,3202,1.10%,76,7831,2052,7000,831,2011-01-01,229,2011-01-01
201909,1998-08-01,9,46086,92.70%,10,24039,1116,20000,4039,2011-01-01,672,2015-11-01
202270,1989-04-01,13,9380,44.10%,24,1085,325,665.76,268,2008-08-01,134,2016-04-01
202379,1996-01-01,12,35944,56.20%,21,15161,701,13025,2136,2011-01-01,425,2011-01-01
202406,2001-02-01,7,0,0%,9,12238,771,9999.99,2238,2011-01-01,348,2016-04-01
202712,1989-06-01,9,7973,89.60%,33,13159,802,11200,1959,2011-01-01,371,2011-01-01
202720,1993-11-01,6,8522,21.70%,16,10742,2364,10000,742,2009-02-01,6981,2009-02-01
203367,1998-11-01,24,62976,86.10%,30,31566,8029,25000,6566,2011-01-01,895,2011-01-01
203424,2003-09-01,5,7429,82.50%,9,11412,3274,9325,2087,2011-02-01,337,2011-02-01
203532,2000-12-01,2,639,13.60%,4,3506,54,2474.2,1031,2008-06-01,702,2009-12-01
203554,1992-12-01,14,14903,35.30%,48,17460,1345,14999.99,2460,2011-01-01,488,2015-07-01
204428,1996-10-01,9,2923,28.40%,16,4808,1232,4000,808,2011-01-01,138,2011-07-01
204576,1992-02-01,12,18314,50.60%,32,11810,1053,11500,310,2008-05-01,10724,2007-12-01
206181,1999-09-01,2,150,7.50%,5,3863,1518,3500,363,2010-04-01,6,2016-04-01
206360,1997-06-01,2,0,0%,3,8654,1413,7200,1454,2011-01-01,245,2016-05-01
206839,1985-07-01,10,2475,5.40%,32,2193,1371,2000,193,2009-10-01,954,2016-04-01
207148,1992-02-01,3,1489,62%,4,2383,1220,2100,283,2011-01-01,73,2016-04-01
207387,2000-03-01,5,15368,87.10%,6,11853,1776,10000,1805,2011-01-01,336,2011-02-01
207910,1991-07-01,9,21521,29.50%,20,2508,1379,1628.1,227,2010-02-01,70,2016-05-01
208191,1992-05-01,11,4781,15.50%,21,5012,496,3887.31,1125,2009-05-01,314,2016-05-01
208594,1995-10-01,12,8473,27.60%,29,11658,3090,10000,1658,2010-02-01,3756,2016-04-01
208728,2002-12-01,10,8494,44.20%,13,10357,7465,8775,1582,2010-03-01,3339,2014-03-01
208827,1992-11-01,8,11333,45.50%,24,11345,653,10000,1345,2011-01-01,321,2011-01-01
209349,1993-05-01,4,9366,40.70%,8,7309,758,6306.02,917,2010-10-01,226,2016-04-01
209392,2002-01-01,9,4922,30.60%,13,2269,1135,2000,269,2011-01-01,9,2011-01-01
209581,1993-07-01,7,23129,79.80%,19,3838,108,2264.39,955,2008-07-01,537,2009-01-01
210194,1998-12-01,13,29736,80.20%,20,4547,1137,3800,747,2011-01-01,128,2016-05-01
210287,1984-09-01,17,67232,41.10%,30,6921,1385,6000,921,2011-01-01,194,2015-04-01
210778,1993-11-01,3,0,0%,6,3330,2525,3000,315,2009-06-01,25,2014-07-01
210784,1994-11-01,10,11496,26.60%,20,11455,1310,9999.99,1455,2011-01-01,121,2015-03-01
210884,2002-07-01,5,6999,65.70%,5,8224,1645,7000,1224,2011-01-01,232,2016-04-01
211126,2004-02-01,4,4863,69.50%,6,2559,1251,2200,359,2009-12-01,960,2010-02-01
211133,1983-11-01,8,12229,90.60%,15,583,554,500,68,2009-07-01,256,2009-07-01
211586,2001-04-01,4,2325,8.20%,7,4302,4249,4000,302,2009-04-01,2680,2009-04-01
211723,2002-09-01,2,14653,95.10%,8,2136,418,1353.01,480,2008-08-01,263,2009-12-01
211860,1999-05-01,7,4286,40.40%,9,8509,2639,7500,1009,2011-01-01,250,2012-11-01
212737,2002-09-01,10,8009,68.50%,17,9592,2251,8000,1577,2011-03-01,21,2011-03-01
212894,2001-01-01,5,2353,12.40%,7,1709,999,1351.31,272,2009-05-01,102,2009-12-01
213020,1995-12-01,13,6634,9.40%,29,7818,587,7000,818,2010-05-01,1918,2014-02-01
213427,1995-08-01,3,0,0%,11,1376,1376,1200,176,2010-02-01,447,2010-06-01
213551,1998-11-01,5,5608,47.10%,10,8892,546,7500,1392,2011-01-01,249,2011-01-01
213732,1994-10-01,10,13649,42.40%,17,6120,176,3799.52,1591,2008-09-01,674,2009-10-01
213846,1996-09-01,10,9973,33.80%,28,2494,891,2450,44,2008-03-01,2415,2010-11-01
214363,2000-11-01,12,16502,63%,17,17972,3440,15000,2947,2011-02-01,502,2011-01-01
214388,1997-05-01,7,15773,95%,16,9690,3436,6541.28,3114,2009-04-01,699,2016-05-01
214572,1995-07-01,4,3326,14.30%,13,28496,1226,25000,3496,2010-03-01,8474,2010-03-01
214968,2003-08-01,5,7263,39%,9,10429,2722,9000,1429,2011-01-01,298,2016-04-01
215142,1987-04-01,7,3451,19.40%,10,9530,2893,8400,1130,2011-01-01,280,2011-01-01
215531,1981-07-01,17,16770,50.70%,22,4193,1833,3500,693,2010-12-01,89,2015-03-01
215577,2001-05-01,6,17042,75.10%,10,10574,1811,9000,1574,2011-01-01,302,2011-01-01
215865,1995-07-01,13,10686,49.40%,32,20283,2508,16800,3483,2011-01-01,568,2014-10-01
215897,1998-03-01,5,45,0.40%,10,11326,1529,10000,1326,2010-03-01,3680,2010-02-01
216013,2003-02-01,5,3247,33.30%,7,8305,1170,7199.99,1105,2011-01-01,233,2015-08-01
216083,2000-10-01,16,27839,72.70%,25,23177,3836,21000,2177,2008-10-01,17340,2008-10-01
216181,1993-11-01,8,0,0%,18,11240,2024,10000,1240,2011-01-01,315,2011-01-01
216508,1972-02-01,35,17246,13.70%,48,9035,2457,8000,1035,2011-01-01,261,2011-01-01
216540,1991-01-01,9,14036,64.40%,21,18522,1578,15000,3522,2011-01-01,522,2013-12-01
216698,1994-07-01,8,5643,60.70%,28,527,527,500,27,2008-11-01,181,2008-12-01
216940,1995-02-01,7,17850,66.30%,36,13400,1263,11200,2200,2011-01-01,374,2016-05-01
217041,2001-08-01,13,8382,20.40%,20,11243,900,10000,1243,2009-10-01,4836,2014-08-01
217100,1989-09-01,13,24280,93.40%,38,18070,12014,13875,4195,2010-09-01,2449,2010-12-01
217118,1999-11-01,9,8375,91%,9,14887,621,12499.99,2387,2011-01-01,416,2011-01-01
217723,2000-06-01,10,6437,28.60%,19,17460,903,14999.99,2460,2011-01-01,490,2011-01-01
217788,1990-07-01,15,16890,64%,29,11076,1502,9299.99,1776,2011-01-01,311,2013-02-01
217987,2004-06-01,2,887,38.60%,5,4700,4644,4000,700,2011-01-01,135,2011-01-01
218282,1999-01-01,14,17771,52.10%,20,3705,244,2640.53,1065,2008-12-01,371,2016-05-01
218325,1985-09-01,10,13115,42.30%,22,17128,1071,16000,1128,2008-08-01,13895,2008-08-01
218331,1997-08-01,3,5028,12.10%,4,7986,1098,6690.88,1114,2010-03-01,641,2010-07-01
218343,2001-06-01,4,1,0.20%,8,1518,1112,1165.84,304,2009-11-01,141,2010-03-01
218680,2002-03-01,9,10251,33%,11,15838,796,13500,2338,2010-12-01,5,2010-11-01
219000,1995-06-01,12,6566,48.60%,36,6321,1121,5500,821,2011-01-01,377,2011-01-01
219070,1995-11-01,16,9516,63.40%,21,6982,5062,6000,982,2010-09-01,15,2010-09-01
219178,2001-02-01,5,2126,6.40%,8,5957,1623,4999.99,957,2011-03-01,6,2011-02-01
219315,2000-03-01,9,7209,38.10%,30,3248,129,2270.63,978,2008-10-01,407,2016-05-01
219425,1996-03-01,31,7180,34.40%,37,2042,979,1546.41,420,2010-02-01,83,2016-04-01
219967,2001-01-01,6,7386,42.40%,11,6807,1110,6000,807,2011-02-01,190,2016-05-01
220023,1991-09-01,9,6035,19%,47,2054,1748,1850,204,2010-09-01,4,2010-08-01
220873,1991-03-01,11,28653,89.30%,16,5233,927,3423.26,1515,2009-07-01,101,2009-12-01
221264,1982-12-01,12,49459,88.80%,45,17878,537,15000,2828,2012-10-01,577,2012-10-01
221301,1994-01-01,14,22738,30.80%,37,24253,634,22000,2253,2009-01-01,16876,2009-01-01
222179,1993-08-01,15,24406,40.30%,51,5861,472,4735.74,1080,2009-09-01,307,2016-05-01
222488,1996-05-01,11,25946,37.90%,32,20966,482,18500,2466,2010-03-01,2,2010-03-01
222492,1991-10-01,3,0,0%,20,22076,725,18900,3176,2011-10-01,458,2011-11-01
222829,1993-08-01,10,4765,16.50%,32,16609,1625,14400,2209,2011-02-01,462,2016-02-01
223015,1998-09-01,13,15222,77.30%,16,30304,3852,24000,6304,2011-02-01,853,2016-05-01
223308,1982-01-01,7,8035,50.50%,24,8827,1177,7500,1327,2011-02-01,263,2011-02-01
223345,1994-11-01,10,14214,39.40%,21,6790,60,5322.76,1467,2009-04-01,453,2016-05-01
223626,1993-12-01,13,23442,42.10%,28,23389,2001,20000,3389,2011-02-01,652,2012-09-01
223992,1994-07-01,21,101443,13.70%,43,8145,1641,7200,945,2010-09-01,1345,2010-09-01
224210,1995-11-01,7,25988,98.80%,24,17914,984,15000,2914,2010-12-01,4,2014-02-01
224381,1987-03-01,13,51039,93.80%,33,32242,2256,15348.13,6765,2010-07-01,881,2010-11-01
224541,1991-08-01,8,23370,70%,23,21074,843,20000,1074,2008-07-01,17781,2014-01-01
224614,1989-11-01,17,119420,95.10%,26,8337,2194,7000,1337,2011-02-01,238,2016-01-01
224894,1997-03-01,2,0,0%,8,9253,897,8000,1253,2010-08-01,9,2016-05-01
224984,2000-07-01,6,15564,56.60%,7,5651,2531,4800,851,2010-10-01,782,2014-10-01
225054,1994-02-01,15,13686,48.70%,28,10817,1683,9000,1817,2011-02-01,257,2014-09-01
225812,1990-09-01,10,6921,0%,27,23209,1277,20000,3209,2010-08-01,85,2010-07-01
225897,2003-10-01,4,4220,53.40%,5,4627,4048,4000,627,2010-08-01,16,2010-07-01
226154,1999-12-01,17,29877,75.60%,44,6146,3196,5000,1146,2011-02-01,178,2011-01-01
226735,1992-11-01,9,21573,73.70%,26,811,601,566.42,244,2008-10-01,102,2016-05-01
226780,1994-05-01,4,18316,81%,14,4786,544,3381.47,1350,2009-06-01,401,2016-05-01
227383,1993-04-01,5,1458,18%,27,12203,2317,10800,1403,2011-02-01,405,2011-01-01
227538,1986-09-01,8,3179,11%,10,13778,1005,12000,1778,2011-02-01,386,2011-01-01
227568,1992-10-01,4,4365,51.40%,12,13661,1361,12800,861,2009-01-01,9629,2010-01-01
227773,1990-11-01,11,209,1.90%,34,11015,1435,9799.99,1215,2011-02-01,307,2015-04-01
228424,1986-12-01,13,12573,71.80%,29,24508,1379,20000,4508,2011-09-01,143,2011-08-01
228892,2000-12-01,11,806,10.30%,20,9229,510,6149.22,2323,2008-12-01,796,2009-11-01
228923,1998-07-01,7,4134,39.40%,25,7797,750,5649.18,1722,2009-05-01,492,2009-11-01
229276,1990-09-01,3,0,0%,12,17864,1152,15000,2864,2011-02-01,502,2016-03-01
229565,1994-04-01,8,22157,98%,12,8224,2089,7000,1224,2011-02-01,234,2015-06-01
229930,1990-02-01,6,54925,97.80%,27,29185,1401,25000,4185,2010-05-01,7883,2016-05-01
230185,1996-04-01,19,50908,37.10%,34,9399,634,8000,1399,2011-02-01,262,2011-01-01
230545,1980-10-01,11,16164,80%,46,2959,1654,2500,459,2010-12-01,190,2011-01-01
231005,1988-03-01,7,14046,80.30%,21,8587,1007,610.06,225,2008-05-01,279,2016-05-01
231321,1994-04-01,9,4767,8.70%,22,11240,1380,9999.99,1240,2011-02-01,314,2011-01-01
231540,2000-12-01,9,23882,89.80%,25,2135,1381,1799.99,335,2011-02-01,63,2011-01-01
231935,1985-09-01,2,674,2.60%,5,13463,2132,12000,1463,2010-07-01,10,2010-06-01
232302,1995-05-01,14,56842,14.40%,41,28969,2787,25000,3969,2011-02-01,809,2011-01-01
232488,1980-02-01,11,19948,77%,22,29236,2141,24999.99,4236,2011-02-01,814,2011-01-01
232568,1985-02-01,9,10979,37.20%,37,4700,1959,4000,700,2011-02-01,135,2016-05-01
232726,1998-05-01,13,14643,76.40%,25,11810,1122,10000,1810,2010-09-01,1932,2013-03-01
232917,2000-09-01,10,15680,89.60%,14,3140,1256,3000,140,2008-07-01,2744,2015-02-01
232947,1995-12-01,5,16670,71.70%,25,13733,1078,11225,2508,2011-01-01,765,2011-01-01
233852,1997-12-01,5,2624,48.60%,7,10505,1936,9500,1005,2009-04-01,6476,2014-12-01
233978,1988-08-01,10,2773,10.80%,15,2837,2676,2500,337,2011-02-01,82,2016-05-01
234451,1982-11-01,5,2279,20.70%,21,21865,1150,19000,2865,2011-01-01,560,2016-05-01
234585,1996-01-01,11,28110,31.90%,26,13498,760,12000,1498,2009-11-01,361,2010-02-01
234707,1983-04-01,11,997,1.20%,24,24096,1033,21000,3096,2010-12-01,2001,2010-12-01
235094,1987-11-01,31,2787,2.30%,45,17318,3724,15000,2318,2011-08-01,394,2011-07-01
235269,1998-05-01,3,1612,12.10%,6,13270,1784,11069.87,2200,2010-03-01,651,2016-04-01
235704,1988-03-01,9,10214,65.10%,26,12455,3024,10000,2455,2011-01-01,694,2011-01-01
236199,1997-06-01,5,19892,83.60%,7,21941,2057,20000,1941,2008-10-01,16454,2008-10-01
237246,2004-09-01,3,1834,12.80%,4,8544,5260,8000,544,2009-03-01,3235,2009-02-01
237452,1992-02-01,23,108397,67.30%,53,17946,9715,15000,2946,2011-02-01,504,2016-02-01
237549,1994-05-01,11,3348,5.30%,17,4378,1068,4000,378,2009-09-01,2131,2009-08-01
237776,1998-02-01,20,983,2.10%,30,7831,3301,7000,831,2011-02-01,228,2011-02-01
237880,1993-03-01,3,603,30.10%,19,8689,3946,7500,1189,2011-01-01,488,2015-12-01
237883,1990-03-01,9,13662,60.70%,15,14111,7467,12000,2111,2009-11-01,6003,2010-09-01
238327,1995-04-01,17,26044,34.50%,41,17145,5230,15000,2145,2011-02-01,474,2016-05-01
238360,1994-08-01,7,16212,50.70%,8,13925,5686,12000,1906,2011-03-01,392,2011-03-01
238587,1990-10-01,32,8516,11.10%,63,9263,2750,8000,1263,2010-09-01,2249,2010-09-01
238612,2000-12-01,2,3953,15.90%,2,2241,2157,2000,241,2010-06-01,9,2010-06-01
238935,1992-02-01,10,12672,21%,35,7594,2550,7000,594,2009-03-01,4918,2009-03-01
238983,2004-01-01,5,1346,23.20%,5,11550,3041,10000,1534,2011-02-01,324,2011-02-01
238989,1996-11-01,6,12425,94.20%,24,11482,2867,9999.99,1482,2011-02-01,328,2012-02-01
239690,2001-03-01,11,12032,87.20%,17,13742,5021,10463.04,3226,2010-06-01,36,2016-05-01
239761,1993-01-01,20,14377,10.20%,38,11802,11268,10500,1302,2011-02-01,332,2015-05-01
239843,1984-11-01,4,464,18.60%,4,13456,891,10940.67,2515,2009-12-01,641,2016-04-01
240105,2003-05-01,13,10900,42.40%,18,6389,5638,5950,439,2008-11-01,1317,2010-04-01
240220,2001-09-01,9,7006,48%,13,1536,1005,1300,221,2011-03-01,4,2011-03-01
240361,1990-09-01,6,19708,37.10%,16,4896,2408,4225,671,2011-02-01,144,2014-07-01
240974,1985-11-01,16,30949,54.30%,29,6580,5674,5450,1130,2011-02-01,180,2015-01-01
241117,1996-11-01,6,6101,36.80%,10,6506,4690,6000,506,2009-01-01,4559,2010-03-01
241502,2002-07-01,4,1235,28.70%,6,3401,3070,3000,401,2011-02-01,106,2013-12-01
241536,1999-10-01,13,18028,88.40%,16,14924,11485,13450,1474,2009-02-01,9975,2016-01-01
241659,1999-02-01,13,8828,54.80%,32,12554,2127,12100,454,2008-07-01,11005,2014-02-01
241850,1994-02-01,6,6033,31.10%,6,1708,1623,1500,208,2011-02-01,50,2016-05-01
242092,1994-04-01,9,64885,39.60%,21,7271,6766,6400,856,2011-03-01,24,2016-05-01
242229,1992-04-01,10,27905,81.80%,18,14602,10242,12000,2602,2011-01-01,823,2012-04-01
242260,1981-11-01,8,14081,73.70%,17,12187,4203,10150,1921,2010-08-01,2639,2013-02-01
242333,1978-04-01,18,426,0.70%,26,7125,1161,4073.37,1031,2009-12-01,445,2011-01-01
242356,1973-09-01,9,12301,56.40%,16,26187,3069,19200,6987,2011-12-01,5491,2016-04-01
242452,2003-11-01,4,0,0%,4,3645,3398,3200,445,2011-03-01,5,2015-11-01
242642,1998-10-01,4,2248,11.60%,4,19216,3908,16600,2616,2011-02-01,543,2015-02-01
242695,1989-02-01,3,44,3.70%,6,581,581,500,81,2010-05-01,159,2013-12-01
242839,1998-12-01,11,2296,7.60%,27,28228,1271,25000,3228,2010-01-01,461,2010-01-01
243046,1995-08-01,7,16264,90.60%,17,6597,3609,4948.62,1648,2009-09-01,348,2016-05-01
243078,1998-05-01,14,12758,40.40%,33,6817,5908,6000,817,2009-11-01,2928,2016-05-01
243130,1994-09-01,11,2573,16.30%,20,6769,6073,6000,769,2011-02-01,198,2011-02-01
243207,1998-09-01,5,15176,31.60%,17,8345,7189,7400,945,2009-12-01,11,2009-12-01
243243,1995-04-01,13,7239,16.30%,30,5001,4947,4600,401,2009-02-01,3370,2016-05-01
243280,2000-10-01,13,11217,52.90%,23,6374,5737,6000,374,2009-03-01,309,2012-03-01
243314,2001-03-01,16,12979,31%,19,2827,2501,2600,227,2009-02-01,1907,2009-02-01
243406,1992-04-01,11,21894,0%,22,6946,5258,6000,946,2011-02-01,210,2012-09-01
243430,1998-07-01,15,4933,15.10%,22,15050,13574,13000,2050,2009-11-01,6419,2009-11-01
243622,2004-07-01,5,6206,35.30%,6,12224,6189,10399.98,1807,2011-02-01,350,2013-11-01
243737,2003-01-01,12,16326,48.60%,21,8103,4050,7000,1103,2011-02-01,237,2016-02-01
243957,1996-09-01,5,33,0.30%,10,8251,6848,7500,736,2010-09-01,5360,2016-05-01
244029,1995-06-01,8,19901,29.80%,15,814,814,800,14,2008-11-01,16,2010-02-01
244261,1999-11-01,2,4385,24%,12,3272,3187,2900,372,2011-02-01,100,2011-02-01
244437,1994-12-01,8,18966,70.50%,31,21212,7160,17350,3862,2011-02-01,617,2016-04-01
244872,1991-01-01,9,8788,39.20%,24,3347,3319,3000,347,2009-09-01,1620,2009-09-01
245124,1999-08-01,6,1276,63.80%,6,1761,1761,1500,261,2011-02-01,53,2016-03-01
245190,1994-11-01,13,22635,45.50%,28,7205,6484,6000,1205,2011-02-01,214,2016-05-01
245733,1985-02-01,10,1715,8.20%,21,7188,6773,6400,788,2011-03-01,45,2016-05-01
245765,1985-02-01,10,1715,8.20%,21,11172,5220,9899.99,1272,2011-03-01,13,2016-05-01
245846,2001-06-01,7,2574,10.50%,13,2894,2837,2500,394,2011-02-01,88,2011-02-01
246179,1971-08-01,9,25336,35.90%,19,5781,3693,5099.99,681,2011-02-01,173,2011-02-01
246276,1998-05-01,9,18485,65.30%,20,1453,923,692.46,334,2008-05-01,343,2009-01-01
246516,2001-06-01,17,9048,26.60%,22,9764,7639,8500,1264,2010-09-01,1604,2010-09-01
246553,1988-11-01,9,14421,83.80%,26,11027,6089,9100,1927,2010-09-01,1814,2010-09-01
247062,2000-03-01,7,9121,55.40%,13,7084,2703,6225,859,2010-02-01,2486,2010-02-01
247424,1989-12-01,17,120563,92.40%,26,9390,3561,8000,1390,2011-02-01,273,2016-01-01
248108,2004-08-01,7,710,7.80%,13,3384,3275,3000,384,2011-01-01,197,2011-01-01
248130,1998-06-01,25,20762,48.50%,39,1673,1673,1450,223,2010-09-01,249,2010-09-01
248304,1998-08-01,11,1839,15.60%,16,6832,5077,6000,832,2011-02-01,192,2011-02-01
248498,1999-05-01,3,8629,17.60%,21,22573,10589,19500,3073,2011-02-01,636,2011-02-01
248539,1999-01-01,6,11735,93.90%,9,11899,9338,10000,1899,2011-02-01,361,2011-08-01
248583,2002-05-01,3,5506,52.40%,7,21101,4250,17999.99,3013,2010-12-01,2324,2015-10-01
248817,1996-01-01,4,3831,34.20%,6,4322,3908,3235.58,948,2009-11-01,414,2010-04-01
248841,1990-06-01,41,6094,2.80%,64,6737,6289,5999.99,737,2011-02-01,225,2011-02-01
248927,2000-09-01,5,15597,60%,9,6192,6192,6000,192,2008-09-01,1029,2008-08-01
249164,1995-03-01,11,52214,8.70%,22,29075,7220,24999.99,4075,2011-03-01,815,2013-12-01
249699,1989-08-01,3,507,3.50%,20,14566,2195,11547.98,2631,2009-12-01,645,2010-05-01
249840,1996-11-01,2,0,0%,6,7042,6521,6000,1042,2011-02-01,207,2011-02-01
249942,1999-01-01,9,4760,60.30%,12,5896,4835,5000,896,2011-02-01,191,2011-02-01
249955,2002-05-01,24,25160,32.80%,34,18594,2352,13259.42,4719,2009-12-01,857,2010-05-01
249972,1998-11-01,6,10837,83.40%,10,5896,1174,4581.64,1305,2009-08-01,328,2016-05-01
249999,1991-10-01,6,90335,53.50%,36,11282,3184,9999.99,1282,2011-02-01,320,2011-02-01
250422,1989-06-01,8,4010,8.10%,17,4096,2611,4000,96,2008-05-01,3840,2008-01-01
250699,1994-12-01,6,3389,47.10%,10,6032,4752,5000,1032,2011-02-01,188,2016-05-01
250951,1991-07-01,11,39702,84.50%,18,18063,5008,15250,2813,2011-02-01,507,2011-02-01
251142,1998-10-01,11,653,3.20%,24,19590,4092,16999.99,2590,2011-02-01,546,2011-02-01
251214,1990-07-01,5,5274,45.90%,12,6041,3625,6000,41,2008-03-01,6041,2008-01-01
251663,2000-12-01,19,11788,24.70%,32,2828,2542,2725,103,2008-06-01,2559,2008-02-01
251682,1991-04-01,6,122,3.70%,8,3354,3099,3000,354,2011-02-01,103,2013-09-01
251789,1986-03-01,8,22122,78.70%,13,11350,8825,10000,1350,2009-02-01,7518,2009-02-01
251996,2001-11-01,5,103,1.50%,5,5614,4305,4999.99,614,2011-02-01,177,2011-02-01
252482,1984-05-01,15,8866,24.30%,31,12136,3259,10800,1336,2009-10-01,5542,2013-11-01
252729,1991-10-01,12,4929,33.50%,16,17766,2310,14999.99,2766,2011-02-01,498,2013-11-01
252973,2003-07-01,3,11794,59.30%,9,2864,1662,2500,364,2010-06-01,6,2010-06-01
253020,1993-10-01,7,462,11.30%,15,18265,4211,15075,3190,2011-02-01,514,2011-02-01
253085,1999-06-01,10,5855,54.70%,23,17294,1963,13351.85,3733,2010-07-01,609,2015-11-01
253222,1997-04-01,6,6688,39.10%,19,23260,7845,20000,3260,2011-02-01,657,2015-09-01
253227,2000-09-01,8,12220,84.90%,8,901,871,750,151,2011-02-01,28,2015-08-01
253425,2001-10-01,8,8736,45.70%,14,6631,2100,6000,631,2009-04-01,4091,2009-05-01
253427,1998-01-01,2,170,34%,4,18258,2557,15000,3258,2011-02-01,517,2011-02-01
